الاسم,السعر,الماركة,رابط_الصورة,رابط_المنتج,sku
عطر إتيان ايجنر برايفت نمبر النسائي أو دو تواليت100مل,112.7,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/wAw2S6Jpomg4vWSuGV20kvUWcg2wRcQf3nEWXnaV.jpg,https://worldgivenchy.com/ar/عطر-إتيان-ايجنر-برايفت-نمبر-النسائي-أو-دو-تواليت100مل/p500654447,عطر-إتيان-ايجنر-برايفت-نمبر-النسائي-أو-دو-تواليت100مل/p500654447
عطر  إجنر فيرست كلاس أو دو تواليت بسعة 100 مل للرجال,190.9,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Wgg5VzsbfBq7cCtpqeIACAZHVnuNoUhBWNzmijxb.jpg,https://worldgivenchy.com/en/عطر-إجنر-فيرست-كلاس-أو-دو-تواليت-بسعة-100-مل-للرجال/p637613523,عطر-إجنر-فيرست-كلاس-أو-دو-تواليت-بسعة-100-مل-للرجال/p637613523
عطر  إجنر فيرست كلاس أو دو تواليت بسعة 100 مل للرجال,190.9,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Wgg5VzsbfBq7cCtpqeIACAZHVnuNoUhBWNzmijxb.jpg,https://worldgivenchy.com/ar/عطر-إجنر-فيرست-كلاس-أو-دو-تواليت-بسعة-100-مل-للرجال/p637613523,عطر-إجنر-فيرست-كلاس-أو-دو-تواليت-بسعة-100-مل-للرجال/p637613523
عطر اجنر كارا ميا سولو تو او دو تواليت 100مل,189.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/EBpqzNE2kyO6XpXiQL5oPLBA9SbTyWPdnHA2yjhe.jpg,https://worldgivenchy.com/en/عطر-اجنر-كارا-ميا-سولو-تو-او-دو-تواليت-100مل/p2141246397,عطر-اجنر-كارا-ميا-سولو-تو-او-دو-تواليت-100مل/p2141246397
عطر اجنر كارا ميا سولو تو او دو تواليت 100مل,189.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/EBpqzNE2kyO6XpXiQL5oPLBA9SbTyWPdnHA2yjhe.jpg,https://worldgivenchy.com/ar/عطر-اجنر-كارا-ميا-سولو-تو-او-دو-تواليت-100مل/p2141246397,عطر-اجنر-كارا-ميا-سولو-تو-او-دو-تواليت-100مل/p2141246397
عطر ايتيين ايجنر ايكون او دو بارفيوم 100مل,217.35,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/NghCzsSxx3np4zIfefKdzAwnu3O22pPcYcLBXCqA.jpg,https://worldgivenchy.com/en/عطر-ايتيين-ايجنر-ايكون-او-دو-بارفيوم-100مل/p1896460313,عطر-ايتيين-ايجنر-ايكون-او-دو-بارفيوم-100مل/p1896460313
عطر ايتيين ايجنر ايكون او دو بارفيوم 100مل,217.35,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/NghCzsSxx3np4zIfefKdzAwnu3O22pPcYcLBXCqA.jpg,https://worldgivenchy.com/ar/عطر-ايتيين-ايجنر-ايكون-او-دو-بارفيوم-100مل/p1896460313,عطر-ايتيين-ايجنر-ايكون-او-دو-بارفيوم-100مل/p1896460313
عطر إجنر برايفت نامبر الرجالي أو دو تواليت بسعة 100 مل,189.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Q3cADvgeOUXGgvjMvfnYL4l5p0gyTmOwv5VlAFca.jpg,https://worldgivenchy.com/en/عطر-إجنر-برايفت-نامبر-الرجالي-أو-دو-تواليت-بسعة-100-مل/p1816764975,عطر-إجنر-برايفت-نامبر-الرجالي-أو-دو-تواليت-بسعة-100-مل/p1816764975
عطر إجنر برايفت نامبر الرجالي أو دو تواليت بسعة 100 مل,189.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Q3cADvgeOUXGgvjMvfnYL4l5p0gyTmOwv5VlAFca.jpg,https://worldgivenchy.com/ar/عطر-إجنر-برايفت-نامبر-الرجالي-أو-دو-تواليت-بسعة-100-مل/p1816764975,عطر-إجنر-برايفت-نامبر-الرجالي-أو-دو-تواليت-بسعة-100-مل/p1816764975
عطر اجنر كارا ميا تي أمو او دو بارفيوم 100مل,175.95,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/8XmpQoLw8KR3jh2c8sfgzo12NxGwWAhk8kloyY9D.jpg,https://worldgivenchy.com/en/عطر-اجنر-كارا-ميا-تي-أمو-او-دو-بارفيوم-100مل/p2027150310,عطر-اجنر-كارا-ميا-تي-أمو-او-دو-بارفيوم-100مل/p2027150310
عطر اجنر كارا ميا تي أمو او دو بارفيوم 100مل,175.95,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/8XmpQoLw8KR3jh2c8sfgzo12NxGwWAhk8kloyY9D.jpg,https://worldgivenchy.com/ar/عطر-اجنر-كارا-ميا-تي-أمو-او-دو-بارفيوم-100مل/p2027150310,عطر-اجنر-كارا-ميا-تي-أمو-او-دو-بارفيوم-100مل/p2027150310
عطر اجنر كارا ميا للنساء او دو بارفيوم 100مل,190.9,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/TRUuAukjpokIpwZaSiO27cD5GLQEvkETfkzog9Mu.jpg,https://worldgivenchy.com/en/عطر-اجنر-كارا-ميا-للنساء-او-دو-بارفيوم-100مل/p1780121530,عطر-اجنر-كارا-ميا-للنساء-او-دو-بارفيوم-100مل/p1780121530
عطر اجنر كارا ميا للنساء او دو بارفيوم 100مل,190.9,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/TRUuAukjpokIpwZaSiO27cD5GLQEvkETfkzog9Mu.jpg,https://worldgivenchy.com/ar/عطر-اجنر-كارا-ميا-للنساء-او-دو-بارفيوم-100مل/p1780121530,عطر-اجنر-كارا-ميا-للنساء-او-دو-بارفيوم-100مل/p1780121530
عطر اجنر نامبر 1 بور هوم او دو تواليت 100 مل,138.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/pc7wi7WNCzFtjLZTG0JQZF7S8UnSHcW8jLhXQueV.jpg,https://worldgivenchy.com/en/عطر-اجنر-نامبر-1-بور-هوم-او-دو-تواليت-100-مل/p1915009090,عطر-اجنر-نامبر-1-بور-هوم-او-دو-تواليت-100-مل/p1915009090
عطر اجنر نامبر 1 بور هوم او دو تواليت 100 مل,138.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/pc7wi7WNCzFtjLZTG0JQZF7S8UnSHcW8jLhXQueV.jpg,https://worldgivenchy.com/ar/عطر-اجنر-نامبر-1-بور-هوم-او-دو-تواليت-100-مل/p1915009090,عطر-اجنر-نامبر-1-بور-هوم-او-دو-تواليت-100-مل/p1915009090
عطر اجنر إن ليذر النسائي او دو تواليت 125مل,158.7,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/lQDuN2PYvUX2VR3WVge7BVDe8CCzT6bTmyaYOwP7.jpg,https://worldgivenchy.com/en/عطر-اجنر-إن-ليذر-النسائي-او-دو-تواليت-125مل/p745481581,عطر-اجنر-إن-ليذر-النسائي-او-دو-تواليت-125مل/p745481581
عطر اجنر إن ليذر النسائي او دو تواليت 125مل,158.7,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/lQDuN2PYvUX2VR3WVge7BVDe8CCzT6bTmyaYOwP7.jpg,https://worldgivenchy.com/ar/عطر-اجنر-إن-ليذر-النسائي-او-دو-تواليت-125مل/p745481581,عطر-اجنر-إن-ليذر-النسائي-او-دو-تواليت-125مل/p745481581
عطر اجنر أيكونستا النسائي او دو بارفيوم 100مل,166.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/m4gTeCoOtpAUpaJCEPkw9swjBDi2rx0aHvdpXufC.jpg,https://worldgivenchy.com/en/عطر-اجنر-أيكونستا-النسائي-او-دو-بارفيوم-100مل/p1021424184,عطر-اجنر-أيكونستا-النسائي-او-دو-بارفيوم-100مل/p1021424184
عطر اجنر أيكونستا النسائي او دو بارفيوم 100مل,166.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/m4gTeCoOtpAUpaJCEPkw9swjBDi2rx0aHvdpXufC.jpg,https://worldgivenchy.com/ar/عطر-اجنر-أيكونستا-النسائي-او-دو-بارفيوم-100مل/p1021424184,عطر-اجنر-أيكونستا-النسائي-او-دو-بارفيوم-100مل/p1021424184
عطر اجنر تو فيمينين النسائي او دو بارفيوم 100مل,118.45,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Y1fABA72aCs421ujvFodSywXdjzxuasQu9AcD0RK.jpg,https://worldgivenchy.com/en/عطر-اجنر-تو-فيمينين-النسائي-او-دو-بارفيوم-100مل/p1475076808,عطر-اجنر-تو-فيمينين-النسائي-او-دو-بارفيوم-100مل/p1475076808
عطر اجنر تو فيمينين النسائي او دو بارفيوم 100مل,118.45,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Y1fABA72aCs421ujvFodSywXdjzxuasQu9AcD0RK.jpg,https://worldgivenchy.com/ar/عطر-اجنر-تو-فيمينين-النسائي-او-دو-بارفيوم-100مل/p1475076808,عطر-اجنر-تو-فيمينين-النسائي-او-دو-بارفيوم-100مل/p1475076808
عطر اجنر نمبر 1 انتنس الرجالي او دو تواليت 100 مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/BzqdHGehIu28ei6CwizjcM3ioJS1Bz0Z5QuVr08n.jpg,https://worldgivenchy.com/en/عطر-اجنر-نمبر-1-انتنس-الرجالي-او-دو-تواليت-100-مل/p697970006,عطر-اجنر-نمبر-1-انتنس-الرجالي-او-دو-تواليت-100-مل/p697970006
عطر اجنر نمبر 1 انتنس الرجالي او دو تواليت 100 مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/BzqdHGehIu28ei6CwizjcM3ioJS1Bz0Z5QuVr08n.jpg,https://worldgivenchy.com/ar/عطر-اجنر-نمبر-1-انتنس-الرجالي-او-دو-تواليت-100-مل/p697970006,عطر-اجنر-نمبر-1-انتنس-الرجالي-او-دو-تواليت-100-مل/p697970006
عطر اجنر بلو الرجالي او دو تواليت 125 مل,184.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/oHCepUXanIkNh5UbEcRGMCOQtd56MhaCBodDPPoi.jpg,https://worldgivenchy.com/en/عطر-اجنر-بلو-الرجالي-او-دو-تواليت-125-مل/p782600339,عطر-اجنر-بلو-الرجالي-او-دو-تواليت-125-مل/p782600339
عطر اجنر بلو الرجالي او دو تواليت 125 مل,184.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/oHCepUXanIkNh5UbEcRGMCOQtd56MhaCBodDPPoi.jpg,https://worldgivenchy.com/ar/عطر-اجنر-بلو-الرجالي-او-دو-تواليت-125-مل/p782600339,عطر-اجنر-بلو-الرجالي-او-دو-تواليت-125-مل/p782600339
عطر إجنر نمبر 1 بلاتينيوم الرجالي أو دو تواليت بسعة 100 مل,178.25,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/1F09mpMjA3wugxJkld7oqQgOYekd7EimEMzjt9ai.jpg,https://worldgivenchy.com/en/عطر-إجنر-نمبر-1-بلاتينيوم-الرجالي-أو-دو-تواليت-بسعة-100-مل/p287599991,عطر-إجنر-نمبر-1-بلاتينيوم-الرجالي-أو-دو-تواليت-بسعة-100-مل/p287599991
عطر إجنر نمبر 1 بلاتينيوم الرجالي أو دو تواليت بسعة 100 مل,178.25,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/1F09mpMjA3wugxJkld7oqQgOYekd7EimEMzjt9ai.jpg,https://worldgivenchy.com/ar/عطر-إجنر-نمبر-1-بلاتينيوم-الرجالي-أو-دو-تواليت-بسعة-100-مل/p287599991,عطر-إجنر-نمبر-1-بلاتينيوم-الرجالي-أو-دو-تواليت-بسعة-100-مل/p287599991
عطر اجنر ستار لايت قولد النسائي او دو بارفيوم 100مل,155.25,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/CWsScoco3MlKZj91WTcjaoiCjFhqOq6W9Y8b56hu.png,https://worldgivenchy.com/en/عطر-اجنر-ستار-لايت-قولد-النسائي-او-دو-بارفيوم-100مل/p67897906,عطر-اجنر-ستار-لايت-قولد-النسائي-او-دو-بارفيوم-100مل/p67897906
عطر اجنر ستار لايت قولد النسائي او دو بارفيوم 100مل,155.25,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/CWsScoco3MlKZj91WTcjaoiCjFhqOq6W9Y8b56hu.png,https://worldgivenchy.com/ar/عطر-اجنر-ستار-لايت-قولد-النسائي-او-دو-بارفيوم-100مل/p67897906,عطر-اجنر-ستار-لايت-قولد-النسائي-او-دو-بارفيوم-100مل/p67897906
عطر اجنر ديبوت باي نايت النسائي او دو بارفيوم 100مل,172.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/rf5OS4mhU3aLX2Hxq79sHRTnsrUIX6iEaQcFSOKI.jpg,https://worldgivenchy.com/en/عطر-اجنر-ديبوت-باي-نايت-النسائي-او-دو-بارفيوم-100مل/p204288762,عطر-اجنر-ديبوت-باي-نايت-النسائي-او-دو-بارفيوم-100مل/p204288762
عطر اجنر ديبوت باي نايت النسائي او دو بارفيوم 100مل,172.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/rf5OS4mhU3aLX2Hxq79sHRTnsrUIX6iEaQcFSOKI.jpg,https://worldgivenchy.com/ar/عطر-اجنر-ديبوت-باي-نايت-النسائي-او-دو-بارفيوم-100مل/p204288762,عطر-اجنر-ديبوت-باي-نايت-النسائي-او-دو-بارفيوم-100مل/p204288762
عطر اجنر نمبر 1 عود الرجالي او دو بارفيوم 100مل,166.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/GfsmpIDC0xK33KnqJ5U0xpLFCsJdWXzqsYdbeUcY.jpg,https://worldgivenchy.com/en/عطر-اجنر-نمبر-1-عود-الرجالي-او-دو-بارفيوم-100مل/p928174874,عطر-اجنر-نمبر-1-عود-الرجالي-او-دو-بارفيوم-100مل/p928174874
عطر اجنر نمبر 1 عود الرجالي او دو بارفيوم 100مل,166.75,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/GfsmpIDC0xK33KnqJ5U0xpLFCsJdWXzqsYdbeUcY.jpg,https://worldgivenchy.com/ar/عطر-اجنر-نمبر-1-عود-الرجالي-او-دو-بارفيوم-100مل/p928174874,عطر-اجنر-نمبر-1-عود-الرجالي-او-دو-بارفيوم-100مل/p928174874
عطر اجنر وايت مان الرجالي او دو تواليت 125مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/w8rH8n8d0kkU0g03tVQIp4dbPF6QpkTs8r9mI064.jpg,https://worldgivenchy.com/en/عطر-اجنر-وايت-مان-الرجالي-او-دو-تواليت-125مل/p439971877,عطر-اجنر-وايت-مان-الرجالي-او-دو-تواليت-125مل/p439971877
عطر اجنر وايت مان الرجالي او دو تواليت 125مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/w8rH8n8d0kkU0g03tVQIp4dbPF6QpkTs8r9mI064.jpg,https://worldgivenchy.com/ar/عطر-اجنر-وايت-مان-الرجالي-او-دو-تواليت-125مل/p439971877,عطر-اجنر-وايت-مان-الرجالي-او-دو-تواليت-125مل/p439971877
عطر اجنر بور فيم ا الحزام النسائي و دو بارفيوم 100مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Fi1loWl6swhNVks3ptdwid6mlpc9rZPdIVCAWrks.jpg,https://worldgivenchy.com/en/عطر-اجنر-بور-فيم-ا-الحزام-النسائي-و-دو-بارفيوم-100مل/p1585869754,عطر-اجنر-بور-فيم-ا-الحزام-النسائي-و-دو-بارفيوم-100مل/p1585869754
عطر اجنر بور فيم ا الحزام النسائي و دو بارفيوم 100مل,149.5,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/Fi1loWl6swhNVks3ptdwid6mlpc9rZPdIVCAWrks.jpg,https://worldgivenchy.com/ar/عطر-اجنر-بور-فيم-ا-الحزام-النسائي-و-دو-بارفيوم-100مل/p1585869754,عطر-اجنر-بور-فيم-ا-الحزام-النسائي-و-دو-بارفيوم-100مل/p1585869754
عطر اجنر ديبيوت النسائي او دو بارفيوم 100مل,184.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/vIFFR52mG3rJql1BxM17iMa6cEFmDSuOzScLRaJR.jpg,https://worldgivenchy.com/en/عطر-اجنر-ديبيوت-النسائي-او-دو-بارفيوم-100مل/p1186463009,عطر-اجنر-ديبيوت-النسائي-او-دو-بارفيوم-100مل/p1186463009
عطر اجنر ديبيوت النسائي او دو بارفيوم 100مل,184.0,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/vIFFR52mG3rJql1BxM17iMa6cEFmDSuOzScLRaJR.jpg,https://worldgivenchy.com/ar/عطر-اجنر-ديبيوت-النسائي-او-دو-بارفيوم-100مل/p1186463009,عطر-اجنر-ديبيوت-النسائي-او-دو-بارفيوم-100مل/p1186463009
عطر اجنر ستار لايت النسائي او دو بارفيوم 100مل,159.85,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/3P7p0tJpWaZ9vdssAzNfYQNmBS540u3ydISaFr8i.jpg,https://worldgivenchy.com/en/عطر-اجنر-ستار-لايت-النسائي-او-دو-بارفيوم-100مل/p893611145,عطر-اجنر-ستار-لايت-النسائي-او-دو-بارفيوم-100مل/p893611145
عطر اجنر ستار لايت النسائي او دو بارفيوم 100مل,159.85,اجنر Etienne Aigner,https://cdn.salla.sa/WEYON/3P7p0tJpWaZ9vdssAzNfYQNmBS540u3ydISaFr8i.jpg,https://worldgivenchy.com/ar/عطر-اجنر-ستار-لايت-النسائي-او-دو-بارفيوم-100مل/p893611145,عطر-اجنر-ستار-لايت-النسائي-او-دو-بارفيوم-100مل/p893611145
